log_id,session_id,customer_id,visit_date,page_viewed,device_type,duration_seconds,source,country
26,sess-8f42-c77c,4807,2024-11-26,/category/meeste_riided,desktop,74,Instagram,EE
27,sess-8f42-c77c,4807,2024-11-26,/checkout,desktop,427,instagram,EE
28,sess-8f42-c77c,4807,2024-11-26,/category/meeste_riided,desktop,49,IG,EE
29,sess-8f42-c77c,4807,2024-11-26,/contact,desktop,179,instagram,EE
30,sess-8f42-c77c,4807,2024-11-26,/account,desktop,119,instagram,EE
31,sess-8f42-c77c,4807,2024-11-26,/,desktop,222,instagram,EE
32,sess-8f42-c77c,4807,2024-11-26,/sale,desktop,172,instagram,EE
33,sess-2f65-166a,4107,2023-06-10,/account,desktop,18,google_organic,EE
34,sess-2f65-166a,4107,2023-06-10,/about,desktop,58,Google Organic,EE
35,sess-2f65-166a,4107,2023-06-10,/cart,desktop,207,google_organic,EE
36,sess-2f65-166a,4107,2023-06-10,/checkout,desktop,364,google,EE
37,sess-2f65-166a,,2023-06-10,/sale,desktop,68,google_organic,EE
38,sess-5091-0707,2267,2023-09-04,/category/jalanõusid,mobile,147,google_organic,EE
39,sess-0da3-41fd,3950,2023-11-24,/category/aksessuaarid,mobile,0,facebook_ads,EE
40,sess-bb16-1c3a,2055,2025-02-01,/blog,mobile,152,facebook_ads,EE
41,sess-bb16-1c3a,,2025-02-01,/new-arrivals,mobile,226,facebook_ads,EE
42,sess-bb16-1c3a,2055,2025-02-01,/products,mobile,84,facebook_ads,EE
43,sess-6672-07a7,2614,2023-08-04,/,mobile,129,Facebook,EE
44,sess-6672-07a7,,2023-08-04,/category/aksessuaarid,mobile,88,facebook_ads,EE
45,sess-6672-07a7,2614,2023-08-04,/category/jalanõusid,mobile,189,facebook_ads,EE
46,sess-6672-07a7,2614,2023-08-04,/,mobile,104,facebook_ads,EE
47,sess-6672-07a7,2614,2023-08-04,/category/laste_riided,mobile,201,Facebook Ads,EE
48,sess-6672-07a7,2614,2023-08-04,/category/jalanõusid,mobile,267,facebook_ads,EE
49,sess-999b-647e,4812,2024-08-30,/category/aksessuaarid,desktop,123,direct,EE
50,sess-999b-647e,4812,2024-08-30,/checkout,desktop,355,direct,EE
51,sess-999b-647e,4812,2024-08-30,/category/jalanõusid,desktop,146,direct,EE
52,sess-999b-647e,4812,2024-08-30,/checkout,desktop,191,direct,EE
53,sess-999b-647e,4812,2024-08-30,/category/naiste_riided,desktop,83,direct,EE
54,sess-999b-647e,4812,2024-08-30,/blog,desktop,163,direct,EE
55,sess-999b-647e,4812,2024-08-30,/blog,desktop,212,direct,EE
56,sess-999b-647e,4812,2024-08-30,/account,desktop,187,direct,EE
57,sess-c60a-b507,2580,2023-02-18,/category/meeste_riided,mobile,97,fb_ads,EE
58,sess-c60a-b507,2580,2023-02-18,/products,mobile,81,facebook_ads,EE
59,sess-c60a-b507,2580,2023-02-18,/new-arrivals,mobile,40,Facebook Ads,EE
60,sess-c60a-b507,2580,2023-02-18,/new-arrivals,mobile,111,facebook_ads,EE
61,sess-e857-4e85,3789,2023-09-27,/category/jalanõusid,desktop,82,google_organic,EE
62,sess-e857-4e85,3789,2023-09-27,/account,desktop,114,google_organic,EE
63,sess-e857-4e85,3789,2023-09-27,/contact,desktop,143,google_organic,EE
64,sess-e857-4e85,3789,2023-09-27,/about,desktop,50,google_organic,EE
65,sess-e857-4e85,3789,2023-09-27,/category/naiste_riided,desktop,114,google_organic,EE
66,sess-e857-4e85,,2023-09-27,/sale,desktop,175,google_organic,EE
67,sess-e857-4e85,3789,2023-09-27,/cart,desktop,63,google_organic,EE
68,sess-e857-4e85,3789,2023-09-27,/category/aksessuaarid,desktop,228,Google Organic,EE
69,sess-8a91-4c1c,3461,2023-03-19,/contact,mobile,112,tiktok,EE
70,sess-8a91-4c1c,3461,2023-03-19,/category/aksessuaarid,mobile,98,tiktok,EE
71,sess-8a91-4c1c,3461,2023-03-19,/category/naiste_riided,mobile,23,tiktok,EE
72,sess-8a91-4c1c,3461,2023-03-19,/category/aksessuaarid,mobile,207,tiktok,EE
73,sess-8a91-4c1c,3461,2023-03-19,/blog,mobile,84,tiktok,EE
74,sess-8a91-4c1c,3461,2023-03-19,/category/laste_riided,mobile,206,tiktok,EE
75,sess-8a91-4c1c,,2023-03-19,/products,mobile,147,tiktok,EE
76,sess-8a91-4c1c,3461,2023-03-19,/blog,mobile,199,tiktok,EE
77,sess-9f1a-56e6,,2024-04-17,/category/naiste_riided,desktop,133,google_ads,FI
78,sess-9f1a-56e6,,2024-04-17,/contact,desktop,297,google_ads,FI
79,sess-2c1d-625a,3165,2024-03-03,/category/naiste_riided,desktop,206,google_ads,LT
80,sess-2c1d-625a,3165,2024-03-03,/blog,desktop,234,google_ads,LT
81,sess-0ea9-2baa,,2024-04-02,/blog,mobile,98,google_ads,EE
82,sess-0ea9-2baa,,2024-04-02,/new-arrivals,mobile,183,google_ads,EE
83,sess-0ea9-2baa,,2024-04-02,/new-arrivals,mobile,182,google_ads,EE
84,sess-0ea9-2baa,,2024-04-02,/contact,mobile,138,google_ads,EE
85,sess-0ea9-2baa,,2024-04-02,/about,mobile,169,google_ads,EE
86,sess-0ea9-2baa,,2024-04-02,/new-arrivals,mobile,47,google_ads,EE
87,sess-004d-be30,2318,2024-07-22,/category/laste_riided,mobile,108,google_organic,EE
88,sess-004d-be30,2318,2024-07-22,/products,mobile,0,google_organic,EE
89,sess-004d-be30,2318,2024-07-22,/category/naiste_riided,mobile,232,google_organic,EE
90,sess-6f42-cfdd,2751,2025-02-10,/category/jalanõusid,mobile,27,email_campaign,EE
91,sess-6f42-cfdd,,2025-02-10,/products,mobile,130,email_campaign,EE
92,sess-6f42-cfdd,2751,2025-02-10,/cart,mobile,163,email_campaign,EE
93,sess-68db-f1ed,,2025-02-22,/checkout,desktop,10,google_ads,EE
94,sess-68db-f1ed,,2025-02-22,/about,desktop,130,google_ads,EE
95,sess-68db-f1ed,,2025-02-22,/category/jalanõusid,desktop,22,google_ads,EE
96,sess-68db-f1ed,,2025-02-22,/new-arrivals,desktop,105,google_ads,EE
97,sess-5180-88fe,2706,2023-10-15,/category/aksessuaarid,mobile,96,ig_ads,EE
98,sess-5180-88fe,2706,2023-10-15,/products,mobile,89,instagram,EE
99,sess-5180-88fe,2706,2023-10-15,/products,mobile,28,instagram,EE
100,sess-5180-88fe,2706,2023-10-15,/contact,mobile,0,ig_ads,EE
101,sess-d100-57f8,,2024-04-18,/,desktop,107,direct,EE
102,sess-d100-57f8,,2024-04-18,/account,desktop,91,direct,EE
103,sess-d100-57f8,,2024-04-18,/blog,desktop,122,direct,EE
104,sess-d100-57f8,,2024-04-18,/,desktop,106,direct,EE
105,sess-d100-57f8,,2024-04-18,/about,desktop,156,direct,EE
106,sess-ac45-5ae2,2065,2023-10-17,/checkout,tablet,121,direct,EE
107,sess-ac45-5ae2,2065,2023-10-17,/category/jalanõusid,tablet,235,direct,EE
108,sess-ac45-5ae2,,2023-10-17,/category/meeste_riided,tablet,303,direct,EE
109,sess-ac45-5ae2,2065,2023-10-17,/about,tablet,244,direct,EE
110,sess-ac45-5ae2,2065,2023-01-26,/checkout,tablet,196,direct,EE
111,sess-ac45-5ae2,2065,2023-10-17,/,tablet,102,direct,EE
112,sess-ac45-5ae2,2065,2023-10-17,/contact,tablet,195,direct,EE
113,sess-4032-33cb,3964,2023-05-13,/,desktop,55,tiktok,EE
114,sess-6ec9-e308,3846,2024-04-16,/category/laste_riided,desktop,172,email_campaign,EE
115,sess-6ec9-e308,3846,2024-04-16,/account,desktop,93,email_campaign,EE
116,sess-6ec9-e308,3846,2024-04-16,/category/laste_riided,desktop,237,email_campaign,EE
117,sess-6ec9-e308,,2024-04-16,/,desktop,17,email_campaign,EE
118,sess-6ec9-e308,3846,2024-04-16,/blog,desktop,132,email_campaign,EE
119,sess-6ec9-e308,3846,2024-04-16,/category/naiste_riided,desktop,226,email_campaign,EE
120,sess-7b1f-3526,4080,2023-03-06,/contact,mobile,89,direct,EE
121,sess-7b1f-3526,,2023-03-06,/sale,mobile,84,direct,EE
122,sess-7b1f-3526,4080,2023-03-06,/category/meeste_riided,mobile,159,direct,EE
123,sess-7b1f-3526,4080,2023-03-06,/products,mobile,116,direct,EE
124,sess-7b1f-3526,4080,2023-03-06,/category/aksessuaarid,mobile,205,direct,EE
125,sess-7594-a151,4626,2023-10-22,/checkout,desktop,345,facebook_ads,EE
126,sess-7594-a151,4626,2023-10-22,/account,desktop,223,facebook_ads,EE
127,sess-7594-a151,4626,2023-10-22,/account,desktop,182,Facebook Ads,EE
128,sess-2f86-7596,4204,2024-01-02,/new-arrivals,tablet,131,instagram,EE
129,sess-2f86-7596,4204,2024-01-02,/account,tablet,19,IG,EE
130,sess-2f86-7596,4204,2024-01-02,/category/naiste_riided,tablet,135,instagram,EE
131,sess-2f86-7596,4204,2024-01-02,/category/aksessuaarid,tablet,15,instagram,EE
132,sess-2f86-7596,4204,2024-01-02,/,tablet,30,instagram,EE
133,sess-2f86-7596,,2024-01-02,/category/meeste_riided,tablet,198,instagram,EE
134,sess-2f86-7596,4204,2024-01-02,/new-arrivals,tablet,59,instagram,EE
135,sess-67fb-1596,4212,2024-04-14,/category/jalanõusid,desktop,121,direct,EE
136,sess-67fb-1596,4212,2024-04-14,/sale,desktop,162,direct,EE
137,sess-67fb-1596,4212,2024-04-14,/category/aksessuaarid,desktop,164,direct,EE
138,sess-67fb-1596,4212,2024-04-14,/blog,desktop,108,direct,EE
139,sess-58ef-2545,3673,2023-10-29,/new-arrivals,mobile,128,tiktok,EE
140,sess-58ef-2545,,2023-10-29,/about,mobile,152,tiktok,EE
141,sess-58ef-2545,,2023-10-29,/about,mobile,0,tiktok,EE
142,sess-58ef-2545,3673,2023-10-29,/category/meeste_riided,mobile,22,tiktok,EE
143,sess-58ef-2545,3673,2023-10-29,/category/meeste_riided,mobile,136,tiktok,EE
144,sess-2f47-62f3,4319,2025-01-03,/cart,mobile,221,instagram,EE
145,sess-2f47-62f3,4319,2025-01-03,/checkout,mobile,294,instagram,EE
146,sess-2f47-62f3,4319,2025-01-03,/new-arrivals,mobile,189,instagram,EE
147,sess-2f47-62f3,4319,2025-01-03,/account,mobile,38,IG,EE
148,sess-2f47-62f3,4319,2025-01-03,/contact,mobile,164,instagram,EE
149,sess-b51a-9cc7,2109,2023-04-28,/category/jalanõusid,tablet,156,google_organic,EE
150,sess-b51a-9cc7,2109,2023-04-28,/cart,tablet,62,google_organic,EE
151,sess-b51a-9cc7,2109,2023-04-28,/new-arrivals,tablet,187,google organic,EE
152,sess-b51a-9cc7,2109,2023-04-28,/products,tablet,66,google_organic,EE
153,sess-b51a-9cc7,,2023-04-28,/category/laste_riided,tablet,74,google_organic,EE
154,sess-7544-c06f,2727,2024-01-09,/new-arrivals,desktop,291,google_organic,EE
155,sess-7544-c06f,2727,2024-01-09,/contact,desktop,66,google_organic,EE
156,sess-7544-c06f,2727,2024-01-09,/sale,desktop,184,google_organic,EE
157,sess-7544-c06f,2727,2024-01-09,/about,desktop,13,google_organic,EE
158,sess-7544-c06f,2727,2024-01-09,/new-arrivals,desktop,184,Google Organic,EE
159,sess-1402-1483,,2023-12-03,/about,mobile,88,google_organic,EE
160,sess-1402-1483,3658,2023-12-03,/category/aksessuaarid,mobile,0,google_organic,EE
161,sess-1402-1483,3658,2023-12-03,/products,mobile,0,google_organic,EE
162,sess-1402-1483,3658,2023-12-03,/cart,mobile,53,google,EE
163,sess-1402-1483,3658,2023-12-03,/checkout,mobile,361,google_organic,EE
164,sess-1402-1483,3658,2023-12-03,/about,mobile,65,google_organic,EE
165,sess-1402-1483,3658,2023-12-03,/category/naiste_riided,mobile,102,Google,EE
166,sess-1402-1483,3658,2023-12-03,/sale,mobile,284,google_organic,EE
167,sess-abb8-35c8,2205,2023-06-13,/sale,mobile,53,facebook_ads,EE
168,sess-abb8-35c8,2205,2023-06-13,/sale,mobile,109,facebook_ads,EE
169,sess-abb8-35c8,2205,2023-06-13,/category/jalanõusid,mobile,178,facebook_ads,EE
170,sess-abb8-35c8,2205,2023-06-13,/category/naiste_riided,mobile,140,facebook_ads,EE
171,sess-abb8-35c8,2205,2023-06-13,/category/meeste_riided,mobile,0,FB,EE
172,sess-abb8-35c8,2205,2023-06-13,/cart,mobile,227,facebook_ads,EE
173,sess-abb8-35c8,2205,2023-06-13,/category/jalanõusid,mobile,189,facebook_ads,EE
174,sess-72ba-2436,,2024-10-11,/new-arrivals,tablet,93,google_organic,EE
175,sess-e3a9-cdca,3518,2024-04-16,/checkout,mobile,255,google_organic,EE
176,sess-e3a9-cdca,3518,2024-04-16,/account,mobile,21,google_organic,EE
177,sess-e3a9-cdca,3518,2024-04-16,/account,mobile,239,google_organic,EE
178,sess-e3a9-cdca,3518,2024-04-16,/category/laste_riided,mobile,82,google_organic,EE
179,sess-7b78-bdee,2504,2023-10-04,/contact,desktop,0,Instagram,EE
180,sess-7b78-bdee,2504,2023-10-04,/blog,desktop,11,instagram,EE
181,sess-7b78-bdee,,2023-10-04,/sale,desktop,69,instagram,EE
182,sess-7b78-bdee,2504,2023-10-04,/,desktop,187,instagram,EE
183,sess-7b78-bdee,2504,2023-10-04,/,desktop,119,instagram,EE
184,sess-7b78-bdee,2504,2023-10-04,/cart,desktop,176,instagram,EE
185,sess-4613-09cd,2400,2024-12-06,/blog,mobile,80,google_organic,EE
186,sess-7472-7a01,4874,2024-10-26,/sale,mobile,79,google_organic,EE
187,sess-7472-7a01,4874,2023-02-11,/products,mobile,104,google_organic,EE
188,sess-ab9e-9e1b,2122,2023-01-13,/about,mobile,102,direct,EE
189,sess-ab9e-9e1b,2122,2023-01-13,/cart,mobile,105,direct,EE
190,sess-ab9e-9e1b,2122,2023-01-13,/,mobile,176,direct,EE
191,sess-ab9e-9e1b,2122,2023-01-13,/cart,mobile,24,direct,EE
192,sess-cc75-9625,4911,2024-05-19,/,mobile,32,google_organic,EE
193,sess-213b-8779,3515,2019-06-22,/contact,desktop,153,facebook_ads,EE
194,sess-213b-8779,,2023-05-17,/new-arrivals,desktop,94,facebook_ads,EE
195,sess-213b-8779,3515,2023-05-17,/category/naiste_riided,desktop,158,facebook_ads,EE
196,sess-213b-8779,3515,2023-05-17,/category/aksessuaarid,desktop,315,facebook_ads,EE
197,sess-51e5-dbe6,,2024-08-31,/category/aksessuaarid,mobile,211,instagram,EE
198,sess-51e5-dbe6,,2024-08-31,/products,mobile,176,instagram,EE
199,sess-51e5-dbe6,,2024-08-31,/products,mobile,234,instagram,EE
200,sess-51e5-dbe6,,2024-08-31,/,mobile,8,instagram,EE
201,sess-51e5-dbe6,,2024-08-31,/about,mobile,294,instagram,EE
202,sess-51e5-dbe6,,2024-08-31,/products,mobile,253,instagram,EE
203,sess-901c-9930,4173,2024-12-21,/category/naiste_riided,mobile,0,google_ads,EE
204,sess-901c-9930,4173,2024-12-21,/sale,mobile,57,google_ads,EE
205,sess-901c-9930,4173,2024-12-21,/sale,mobile,189,google_ads,EE
206,sess-901c-9930,4173,2024-12-21,/sale,mobile,206,google_ads,EE
207,sess-901c-9930,4173,2024-12-21,/category/jalanõusid,mobile,41,google_ads,EE
208,sess-901c-9930,4173,2024-12-21,/contact,mobile,177,google_ads,EE
209,sess-901c-9930,4173,2024-12-21,/sale,mobile,152,google_ads,EE
210,sess-2576-f98d,2579,2024-07-27,/category/naiste_riided,desktop,242,direct,EE
211,sess-2576-f98d,2579,2024-07-27,/products,desktop,197,direct,EE
212,sess-2576-f98d,2579,2024-07-27,/sale,desktop,103,direct,EE
213,sess-2576-f98d,,2024-07-27,/account,desktop,156,direct,EE
214,sess-2576-f98d,2579,2024-07-27,/,desktop,235,direct,EE
215,sess-2576-f98d,2579,2024-07-27,/blog,desktop,231,direct,EE
216,sess-2576-f98d,2579,2024-07-27,/about,desktop,223,direct,EE
217,sess-5a5f-98d7,3016,2024-06-13,/products,desktop,340,google_organic,EE
218,sess-5a5f-98d7,3016,2024-06-13,/cart,desktop,176,google organic,EE
219,sess-5a5f-98d7,,2024-06-13,/category/aksessuaarid,desktop,143,google,EE
220,sess-5a5f-98d7,3016,2024-06-13,/contact,desktop,42,google_organic,EE
221,sess-5a5f-98d7,3016,2024-06-13,/cart,desktop,34,google_organic,EE
222,sess-5a5f-98d7,3016,2024-06-13,/checkout,desktop,296,google_organic,EE
223,sess-5a5f-98d7,3016,2024-06-13,/about,desktop,225,google organic,EE
224,sess-5c40-b8fb,,2023-02-05,/sale,desktop,191,facebook_ads,EE
225,sess-5c40-b8fb,,2023-02-05,/,desktop,149,facebook_ads,EE
226,sess-5c40-b8fb,,2023-02-05,/products,desktop,115,facebook_ads,EE
227,sess-5c40-b8fb,,2023-02-05,/sale,desktop,106,facebook_ads,EE
228,sess-5c40-b8fb,,2023-02-05,/about,desktop,199,fb_ads,EE
229,sess-5c40-b8fb,,2023-02-05,/cart,desktop,259,fb_ads,EE
230,sess-61a7-ba54,4321,2024-04-06,/sale,mobile,201,direct,EE
231,sess-61a7-ba54,4321,2024-04-06,/cart,mobile,76,direct,EE
232,sess-61a7-ba54,4321,2024-04-06,/blog,mobile,196,direct,EE
233,sess-61a7-ba54,4321,2024-04-06,/sale,mobile,266,direct,EE
234,sess-61a7-ba54,4321,2024-04-06,/blog,mobile,207,direct,EE
235,sess-61a7-ba54,4321,2024-04-06,/category/laste_riided,mobile,118,direct,EE
236,sess-cacb-b77d,,2024-12-27,/about,mobile,268,instagram,EE
237,sess-cacb-b77d,,2024-12-27,/products,mobile,123,instagram,EE
238,sess-47ed-a30d,3967,2023-09-09,/cart,desktop,8,instagram,EE
239,sess-47ed-a30d,3967,2023-09-09,/checkout,desktop,412,instagram,EE
240,sess-47ed-a30d,3967,2024-01-02,/blog,desktop,273,instagram,EE
241,sess-47ed-a30d,3967,2023-09-09,/blog,desktop,266,instagram,EE
242,sess-47ed-a30d,3967,2023-09-09,/account,desktop,140,instagram,EE
243,sess-47ed-a30d,3967,2023-09-09,/category/naiste_riided,desktop,205,instagram,EE
244,sess-47ed-a30d,3967,2023-09-09,/category/aksessuaarid,desktop,68,instagram,EE
245,sess-47ed-a30d,3967,2023-09-09,/products,desktop,0,instagram,EE
246,sess-333c-55c1,2050,2024-07-26,/checkout,mobile,155,google_organic,EE
247,sess-333c-55c1,2050,2024-07-26,/category/meeste_riided,mobile,32,google_organic,EE
248,sess-333c-55c1,2050,2024-07-26,/account,mobile,110,google_organic,EE
249,sess-333c-55c1,2050,2024-07-26,/category/jalanõusid,mobile,71,google_organic,EE
250,sess-cae8-d4db,3394,2023-02-17,/new-arrivals,tablet,79,IG,LT
251,sess-55f2-9ac8,3129,2024-12-07,/sale,desktop,0,instagram,EE
252,sess-55f2-9ac8,3129,2024-12-07,/cart,desktop,118,IG,EE
253,sess-2d58-ab04,,2025-01-21,/category/meeste_riided,desktop,110,email_campaign,EE
254,sess-2d58-ab04,2931,2025-01-21,/checkout,desktop,253,email_campaign,EE
255,sess-2d58-ab04,2931,2025-01-21,/,desktop,105,email_campaign,EE
256,sess-2d58-ab04,2931,2025-01-21,/checkout,desktop,340,email_campaign,EE
257,sess-2d58-ab04,2931,2025-01-21,/about,desktop,75,email_campaign,EE
258,sess-2d58-ab04,,2025-01-21,/sale,desktop,329,email_campaign,EE
259,sess-9eae-ea6a,,2024-01-28,/,mobile,226,direct,FI
260,sess-9eae-ea6a,,2024-01-28,/account,mobile,177,direct,FI
261,sess-9eae-ea6a,,2024-01-28,/,mobile,170,direct,FI
262,sess-9eae-ea6a,,2024-01-28,/checkout,mobile,10,direct,FI
263,sess-9eae-ea6a,,2024-01-28,/blog,mobile,58,direct,FI
264,sess-9eae-ea6a,,2024-01-28,/category/naiste_riided,mobile,180,direct,FI
265,sess-9eae-ea6a,,2024-01-28,/products,mobile,106,direct,FI
266,sess-9eae-ea6a,,2024-01-28,/contact,mobile,80,direct,FI
267,sess-eaec-d633,2608,2024-07-23,/contact,mobile,101,facebook_ads,EE
268,sess-eaec-d633,2608,2024-07-23,/sale,mobile,212,facebook_ads,EE
269,sess-eaec-d633,2608,2024-07-23,/products,mobile,49,facebook_ads,EE
270,sess-eaec-d633,2608,2024-07-23,/,mobile,128,facebook_ads,EE
271,sess-eaec-d633,2608,2024-07-23,/new-arrivals,mobile,75,facebook_ads,EE
272,sess-eaec-d633,2608,2024-07-23,/blog,mobile,164,facebook_ads,EE
273,sess-eaec-d633,2608,2024-07-23,/category/meeste_riided,mobile,45,facebook_ads,EE
274,sess-942f-5e08,,2024-11-04,/sale,mobile,145,google_ads,EE
275,sess-942f-5e08,,2024-11-04,/sale,mobile,96,google_ads,EE
276,sess-942f-5e08,,2024-11-04,/blog,mobile,137,google_ads,EE
277,sess-942f-5e08,,2024-11-04,/checkout,mobile,253,google_ads,EE
278,sess-942f-5e08,,2024-11-04,/category/naiste_riided,mobile,209,google_ads,EE
279,sess-942f-5e08,,2024-11-04,/category/naiste_riided,mobile,66,google_ads,EE
280,sess-a160-38be,3237,2022-12-18,/products,mobile,0,direct,EE
281,sess-a160-38be,3237,2023-01-15,/category/laste_riided,mobile,187,direct,EE
282,sess-a160-38be,3237,2023-01-15,/cart,mobile,271,direct,EE
283,sess-a160-38be,3237,2023-01-15,/category/aksessuaarid,mobile,47,direct,EE
284,sess-a160-38be,3237,2023-01-15,/category/laste_riided,mobile,0,direct,EE
285,sess-a160-38be,,2023-01-15,/checkout,mobile,262,direct,EE
286,sess-8c39-35d8,,2023-12-03,/account,desktop,78,google_ads,EE
287,sess-8c39-35d8,,2023-12-03,/products,desktop,52,google_ads,EE
288,sess-8c39-35d8,,2023-12-03,/account,desktop,145,google_ads,EE
289,sess-8c39-35d8,,2023-12-03,/category/naiste_riided,desktop,7,google_ads,EE
290,sess-8c39-35d8,,2023-12-03,/contact,desktop,108,google_ads,EE
291,sess-735b-ddca,4963,2023-01-27,/category/meeste_riided,mobile,192,google_ads,EE
292,sess-735b-ddca,4963,2023-01-27,/products,mobile,127,google_ads,EE
293,sess-528e-7afa,3503,2024-03-11,/sale,tablet,118,email_campaign,EE
294,sess-528e-7afa,,2024-03-11,/category/naiste_riided,tablet,136,email_campaign,EE
295,sess-528e-7afa,,2024-03-11,/about,tablet,2,email_campaign,EE
296,sess-528e-7afa,3503,2024-03-11,/category/laste_riided,tablet,59,email_campaign,EE
297,sess-528e-7afa,3503,2024-03-11,/cart,tablet,113,email_campaign,EE
298,sess-db9d-ccc8,4721,2023-07-28,/category/naiste_riided,mobile,124,email_campaign,EE
299,sess-db9d-ccc8,4721,2023-07-28,/products,mobile,180,email_campaign,EE
300,sess-db9d-ccc8,4721,2023-07-28,/cart,mobile,212,email_campaign,EE
301,sess-db9d-ccc8,4721,2023-07-28,/blog,mobile,59,email_campaign,EE
302,sess-db9d-ccc8,4721,2023-07-28,/products,mobile,176,email_campaign,EE
303,sess-db9d-ccc8,,2023-07-28,/,mobile,71,email_campaign,EE
304,sess-771a-bc3f,4192,2023-11-24,/about,desktop,81,google_organic,EE
305,sess-771a-bc3f,4192,2023-11-24,/,desktop,265,google_organic,EE
306,sess-771a-bc3f,4192,2023-11-24,/products,desktop,9,google_organic,EE
307,sess-b940-4535,4039,2024-06-18,/contact,desktop,120,facebook_ads,EE
308,sess-b940-4535,4039,2024-06-18,/checkout,desktop,226,facebook_ads,EE
309,sess-b940-4535,4039,2024-06-18,/cart,desktop,0,facebook_ads,EE
310,sess-2516-6722,3170,2025-01-05,/category/aksessuaarid,desktop,37,email_campaign,EE
311,sess-2516-6722,3170,2025-01-05,/category/aksessuaarid,desktop,128,email_campaign,EE
312,sess-2516-6722,3170,2025-01-05,/products,desktop,207,email_campaign,EE
313,sess-2516-6722,3170,2025-01-05,/category/aksessuaarid,desktop,53,email_campaign,EE
314,sess-2516-6722,3170,2025-01-05,/,desktop,178,email_campaign,EE
315,sess-6fb7-8171,3300,2024-09-23,/,mobile,191,tiktok,EE
316,sess-6fb7-8171,3300,2024-09-23,/account,mobile,76,tiktok,EE
317,sess-6fb7-8171,,2024-09-23,/category/laste_riided,mobile,84,tiktok,EE
318,sess-6fb7-8171,3300,2024-09-23,/products,mobile,175,tiktok,EE
319,sess-6fb7-8171,3300,2024-09-23,/cart,mobile,197,tiktok,EE
320,sess-6fb7-8171,3300,2024-09-23,/products,mobile,41,tiktok,EE
321,sess-6fb7-8171,,2024-09-23,/new-arrivals,mobile,294,tiktok,EE
322,sess-fda4-6211,,2023-04-21,/category/laste_riided,desktop,115,facebook_ads,EE
323,sess-fda4-6211,,2023-04-21,/products,desktop,142,facebook_ads,EE
324,sess-fda4-6211,,2023-04-21,/category/naiste_riided,desktop,132,facebook_ads,EE
325,sess-fda4-6211,,2023-04-21,/account,desktop,84,facebook_ads,EE
326,sess-b018-7911,,2024-06-29,/category/aksessuaarid,desktop,4,google_ads,EE
327,sess-b018-7911,,2024-06-29,/account,desktop,75,google_ads,EE
328,sess-0dbb-756e,,2024-01-30,/about,desktop,66,instagram,FI
329,sess-0dbb-756e,,2024-01-30,/sale,desktop,134,instagram,FI
330,sess-0dbb-756e,,2024-01-30,/category/aksessuaarid,desktop,77,instagram,FI
331,sess-0dbb-756e,,2024-01-30,/sale,desktop,43,instagram,FI
332,sess-0dbb-756e,,2024-01-30,/sale,desktop,113,Instagram,FI
333,sess-0dbb-756e,,2024-01-30,/about,desktop,276,Instagram,FI
334,sess-6005-c709,2364,2023-03-20,/contact,desktop,175,tiktok,EE
335,sess-3519-12b5,2437,2023-01-20,/category/laste_riided,desktop,18,google_ads,EE
