customer_id,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment,Weighted_RFM_Score,Advanced_Segment
2093.0,432,4,1511.21,1,4,5,10,Loyal,15,Regular Customers
2095.0,389,5,1055.76,1,4,4,9,Potential,13,Regular Customers
2096.0,286,4,1000.87,2,4,4,10,Loyal,14,Regular Customers
2097.0,123,5,715.54,3,4,3,10,Loyal,13,Regular Customers
2098.0,191,1,225.36,3,1,1,5,At Risk,6,At Risk
2099.0,106,5,1199.12,4,4,4,12,Loyal,16,Loyal Customers
2100.0,322,1,80.39,2,1,1,4,At Risk,5,Lost
2103.0,186,2,312.33000000000004,3,1,1,5,At Risk,6,At Risk
2104.0,182,4,1285.72,3,4,4,11,Loyal,15,Loyal Customers
2106.0,26,3,692.29,5,3,3,11,Loyal,14,Loyal Customers
2107.0,188,3,997.6400000000001,3,3,4,10,Loyal,14,Regular Customers
2108.0,112,6,2169.41,4,5,5,14,VIP Champions,19,VIP Champions
2109.0,240,1,121.51,2,1,1,4,At Risk,5,Lost
2110.0,413,4,405.04,1,4,2,7,Potential,9,New Customers
2111.0,125,3,1918.08,3,3,5,11,Loyal,16,Loyal Customers
2112.0,136,3,820.4200000000001,3,3,3,9,Potential,12,Regular Customers
2113.0,285,2,189.08,2,1,1,4,At Risk,5,Lost
2114.0,331,3,1037.37,1,3,4,8,Potential,12,New Customers
2115.0,13,6,1635.44,5,5,5,15,VIP Champions,20,VIP Champions
2117.0,160,4,2215.73,3,4,5,12,Loyal,17,Loyal Customers
2118.0,102,3,611.11,4,3,2,9,Potential,11,Regular Customers
2119.0,51,6,1243.09,5,5,4,14,VIP Champions,18,VIP Champions
2120.0,268,3,805.1300000000001,2,3,3,8,Potential,11,New Customers
2121.0,237,2,302.84000000000003,2,1,1,4,At Risk,5,Lost
2122.0,752,1,16.62,1,1,1,3,Lost,4,Lost
2123.0,3,3,983.6700000000001,5,3,4,12,Loyal,16,Loyal Customers
2124.0,234,2,363.28000000000003,2,1,2,5,At Risk,7,At Risk
2126.0,60,2,263.86,4,1,1,6,At Risk,7,At Risk
2127.0,381,1,334.46,1,1,1,3,Lost,4,Lost
2128.0,475,3,800.3199999999999,1,3,3,7,Potential,10,New Customers
2129.0,444,2,197.7,1,1,1,3,Lost,4,Lost
2130.0,216,3,941.0699999999999,2,3,3,8,Potential,11,New Customers
2132.0,177,6,1806.17,3,5,5,13,VIP Champions,18,VIP Champions
2133.0,10,2,350.75,5,1,2,8,Potential,10,New Customers
2136.0,522,2,1102.95,1,1,4,6,At Risk,10,At Risk
2137.0,232,3,674.3,2,3,3,8,Potential,11,New Customers
2139.0,297,2,284.13,2,1,1,4,At Risk,5,Lost
2140.0,106,1,451.62,4,1,2,7,Potential,9,New Customers
2141.0,167,3,678.09,3,3,3,9,Potential,12,Regular Customers
2142.0,125,4,572.59,3,4,2,9,Potential,11,Regular Customers
2143.0,220,7,1863.9699999999998,2,5,5,12,Loyal,17,Loyal Customers
2144.0,72,1,210.76,4,1,1,6,At Risk,7,At Risk
2147.0,75,1,558.86,4,1,2,7,Potential,9,New Customers
2148.0,107,1,411.78,4,1,2,7,Potential,9,New Customers
2149.0,245,2,543.76,2,1,2,5,At Risk,7,At Risk
2150.0,11,1,229.55,5,1,1,7,Potential,8,New Customers
2151.0,58,1,446.95,5,1,2,8,Potential,10,New Customers
2153.0,299,2,397.71,2,2,2,6,At Risk,8,At Risk
2154.0,10,66,20726.79,5,5,5,15,VIP Champions,20,VIP Champions
2156.0,75,5,1149.93,4,4,4,12,Loyal,16,Loyal Customers
2157.0,23,2,1131.46,5,2,4,11,Loyal,15,Loyal Customers
2158.0,145,2,1207.22,3,2,4,9,Potential,13,Regular Customers
2159.0,376,2,1070.58,1,2,4,7,Potential,11,New Customers
2160.0,392,2,598.4300000000001,1,2,2,5,At Risk,7,At Risk
2162.0,165,2,451.82,3,2,2,7,Potential,9,New Customers
2163.0,8,5,2542.08,5,4,5,14,VIP Champions,19,VIP Champions
2164.0,386,1,205.0,1,1,1,3,Lost,4,Lost
2165.0,129,3,902.9,3,3,3,9,Potential,12,Regular Customers
2166.0,98,1,232.61,4,1,1,6,At Risk,7,At Risk
2167.0,141,5,2032.9099999999999,3,4,5,12,Loyal,17,Loyal Customers
2168.0,669,3,881.22,1,3,3,7,Potential,10,New Customers
2169.0,200,1,53.01,3,1,1,5,At Risk,6,At Risk
2170.0,23,1,327.28,5,1,1,7,Potential,8,New Customers
2172.0,401,2,746.53,1,2,3,6,At Risk,9,At Risk
2174.0,215,3,2285.2200000000003,2,3,5,10,Loyal,15,Regular Customers
2175.0,123,6,1342.4,3,5,4,12,Loyal,16,Loyal Customers
2176.0,165,3,777.0,3,3,3,9,Potential,12,Regular Customers
2177.0,460,1,141.05,1,1,1,3,Lost,4,Lost
2178.0,-376,5,1878.1399999999999,5,4,5,14,VIP Champions,19,VIP Champions
2179.0,142,4,1374.26,3,4,4,11,Loyal,15,Loyal Customers
2180.0,688,2,1451.98,1,2,5,8,Potential,13,New Customers
2182.0,68,1,26.79,4,1,1,6,At Risk,7,At Risk
2183.0,260,7,2139.4700000000003,2,5,5,12,Loyal,17,Loyal Customers
2184.0,464,2,553.85,1,2,2,5,At Risk,7,At Risk
2186.0,341,2,240.06,1,2,1,4,At Risk,5,Lost
2187.0,81,5,1175.46,4,5,4,13,VIP Champions,17,VIP Champions
2189.0,572,1,110.7,1,1,1,3,Lost,4,Lost
2190.0,38,2,942.11,5,2,3,10,Loyal,13,Regular Customers
2191.0,197,4,924.33,3,4,3,10,Loyal,13,Regular Customers
2192.0,67,8,2695.53,4,5,5,14,VIP Champions,19,VIP Champions
2193.0,85,3,1066.29,4,3,4,11,Loyal,15,Loyal Customers
2195.0,13,3,523.79,5,3,2,10,Loyal,12,Regular Customers
2196.0,-461,11,4480.32,5,5,5,15,VIP Champions,20,VIP Champions
2197.0,76,4,2231.4,4,4,5,13,VIP Champions,18,VIP Champions
2198.0,37,1,458.02,5,1,2,8,Potential,10,New Customers
2199.0,94,1,347.16,4,1,1,6,At Risk,7,At Risk
2200.0,222,5,1998.45,2,5,5,12,Loyal,17,Loyal Customers
2201.0,257,2,172.52,2,2,1,5,At Risk,6,At Risk
2202.0,237,3,1708.3400000000001,2,3,5,10,Loyal,15,Regular Customers
2203.0,157,3,925.97,3,3,3,9,Potential,12,Regular Customers
2204.0,4,1,166.27,5,1,1,7,Potential,8,New Customers
2205.0,336,3,1127.92,1,3,4,8,Potential,12,New Customers
2206.0,201,5,628.34,3,5,2,10,Loyal,12,Regular Customers
2207.0,45,3,939.4599999999999,5,3,3,11,Loyal,14,Loyal Customers
2208.0,107,6,2265.19,4,5,5,14,VIP Champions,19,VIP Champions
2209.0,201,3,995.6400000000001,3,3,4,10,Loyal,14,Regular Customers
2210.0,92,2,723.3299999999999,4,2,3,9,Potential,12,Regular Customers
2211.0,292,3,760.31,2,3,3,8,Potential,11,New Customers
2212.0,570,3,918.91,1,3,3,7,Potential,10,New Customers
2213.0,164,3,1046.18,3,3,4,10,Loyal,14,Regular Customers
2214.0,705,1,574.44,1,1,2,4,At Risk,6,Lost
2215.0,32,6,1537.23,5,5,5,15,VIP Champions,20,VIP Champions
2216.0,349,2,341.6,1,2,1,4,At Risk,5,Lost
2217.0,205,5,1171.04,2,5,4,11,Loyal,15,Loyal Customers
2218.0,68,4,1374.1,4,4,4,12,Loyal,16,Loyal Customers
2219.0,143,1,181.11,3,1,1,5,At Risk,6,At Risk
2220.0,91,3,722.73,4,3,3,10,Loyal,13,Regular Customers
2221.0,-289,65,21610.39,5,5,5,15,VIP Champions,20,VIP Champions
2222.0,78,6,1309.96,4,5,4,13,VIP Champions,17,VIP Champions
2223.0,584,3,784.34,1,3,3,7,Potential,10,New Customers
2225.0,27,5,1044.45,5,5,4,14,VIP Champions,18,VIP Champions
2226.0,181,4,702.0,3,4,3,10,Loyal,13,Regular Customers
2227.0,99,4,1040.72,4,4,4,12,Loyal,16,Loyal Customers
2228.0,116,4,737.26,4,4,3,11,Loyal,14,Loyal Customers
2229.0,44,1,592.8,5,1,2,8,Potential,10,New Customers
2230.0,495,4,814.97,1,4,3,8,Potential,11,New Customers
2231.0,157,3,1071.04,3,3,4,10,Loyal,14,Regular Customers
2232.0,489,1,166.27,1,1,1,3,Lost,4,Lost
2233.0,86,1,989.97,4,1,4,9,Potential,13,Regular Customers
2235.0,81,4,988.37,4,4,4,12,Loyal,16,Loyal Customers
2236.0,191,2,235.49,3,2,1,6,At Risk,7,At Risk
2238.0,60,2,447.65999999999997,4,2,2,8,Potential,10,New Customers
2239.0,101,1,184.07,4,1,1,6,At Risk,7,At Risk
2240.0,22,6,1603.35,5,5,5,15,VIP Champions,20,VIP Champions
2241.0,258,3,612.84,2,3,2,7,Potential,9,New Customers
2242.0,24,5,1695.49,5,5,5,15,VIP Champions,20,VIP Champions
2243.0,236,3,1078.13,2,3,4,9,Potential,13,Regular Customers
2244.0,30,4,852.81,5,4,3,12,Loyal,15,Loyal Customers
2245.0,102,5,1724.15,4,5,5,14,VIP Champions,19,VIP Champions
2246.0,38,2,126.08000000000001,5,2,1,8,Potential,9,New Customers
2247.0,191,3,1006.4100000000001,3,3,4,10,Loyal,14,Regular Customers
2248.0,559,3,1829.2,1,3,5,9,Potential,14,Regular Customers
2249.0,73,2,582.76,4,2,2,8,Potential,10,New Customers
2250.0,331,2,269.53999999999996,1,2,1,4,At Risk,5,Lost
2251.0,219,3,718.16,2,3,3,8,Potential,11,New Customers
2252.0,60,4,1381.27,4,4,4,12,Loyal,16,Loyal Customers
2253.0,453,1,307.24,1,1,1,3,Lost,4,Lost
2254.0,498,1,848.85,1,1,3,5,At Risk,8,At Risk
2255.0,92,3,577.66,4,3,2,9,Potential,11,Regular Customers
2256.0,169,5,2433.85,3,5,5,13,VIP Champions,18,VIP Champions
2257.0,90,7,2165.37,4,5,5,14,VIP Champions,19,VIP Champions
2258.0,116,1,15.09,4,1,1,6,At Risk,7,At Risk
2259.0,292,3,646.35,2,3,3,8,Potential,11,New Customers
2260.0,111,2,317.53000000000003,4,2,1,7,Potential,8,New Customers
2261.0,39,3,887.48,5,3,3,11,Loyal,14,Loyal Customers
2262.0,745,1,304.14,1,1,1,3,Lost,4,Lost
2264.0,63,5,528.28,4,5,2,11,Loyal,13,Loyal Customers
2265.0,387,4,1683.88,1,4,5,10,Loyal,15,Regular Customers
2266.0,220,2,371.47,2,2,2,6,At Risk,8,At Risk
2267.0,184,3,1240.48,3,3,4,10,Loyal,14,Regular Customers
2269.0,23,2,381.59999999999997,5,2,2,9,Potential,11,Regular Customers
2270.0,79,7,2488.45,4,5,5,14,VIP Champions,19,VIP Champions
2271.0,8,1,231.13,5,1,1,7,Potential,8,New Customers
2272.0,21,7,1574.51,5,5,5,15,VIP Champions,20,VIP Champions
2273.0,589,1,541.98,1,1,2,4,At Risk,6,Lost
2274.0,142,3,417.47,3,3,2,8,Potential,10,New Customers
2275.0,65,3,858.98,4,3,3,10,Loyal,13,Regular Customers
2276.0,346,2,693.0,1,2,3,6,At Risk,9,At Risk
2277.0,320,3,1016.62,2,3,4,9,Potential,13,Regular Customers
2279.0,9,5,2683.8599999999997,5,5,5,15,VIP Champions,20,VIP Champions
2281.0,94,5,1148.76,4,5,4,13,VIP Champions,17,VIP Champions
2282.0,78,3,732.34,4,3,3,10,Loyal,13,Regular Customers
2284.0,635,1,210.36,1,1,1,3,Lost,4,Lost
2285.0,44,5,2925.69,5,5,5,15,VIP Champions,20,VIP Champions
2286.0,67,1,727.29,4,1,3,8,Potential,11,New Customers
2287.0,254,3,177.58,2,3,1,6,At Risk,7,At Risk
2288.0,44,2,2015.75,5,2,5,12,Loyal,17,Loyal Customers
2289.0,223,2,562.2,2,2,2,6,At Risk,8,At Risk
2290.0,52,4,536.4,5,4,2,11,Loyal,13,Loyal Customers
2291.0,317,2,986.24,2,2,4,8,Potential,12,New Customers
2292.0,94,1,86.14,4,1,1,6,At Risk,7,At Risk
2293.0,262,1,417.66,2,1,2,5,At Risk,7,At Risk
2294.0,145,3,1158.1299999999999,3,3,4,10,Loyal,14,Regular Customers
2295.0,227,3,889.21,2,3,3,8,Potential,11,New Customers
2296.0,26,3,1432.91,5,3,5,13,VIP Champions,18,VIP Champions
2297.0,79,3,556.09,4,3,2,9,Potential,11,Regular Customers
2298.0,91,4,636.19,4,4,3,11,Loyal,14,Loyal Customers
2299.0,339,5,2115.43,1,5,5,11,Loyal,16,Loyal Customers
2300.0,106,3,689.77,4,3,3,10,Loyal,13,Regular Customers
2301.0,36,3,657.58,5,3,3,11,Loyal,14,Loyal Customers
2302.0,60,5,2127.16,4,5,5,14,VIP Champions,19,VIP Champions
2303.0,87,3,1795.17,4,3,5,12,Loyal,17,Loyal Customers
2304.0,86,4,1160.54,4,4,4,12,Loyal,16,Loyal Customers
2305.0,453,2,724.08,1,2,3,6,At Risk,9,At Risk
2306.0,400,2,574.12,1,2,2,5,At Risk,7,At Risk
2307.0,182,2,616.51,3,2,2,7,Potential,9,New Customers
2308.0,470,1,269.85,1,1,1,3,Lost,4,Lost
2309.0,563,1,67.75,1,1,1,3,Lost,4,Lost
2310.0,498,1,153.11,1,1,1,3,Lost,4,Lost
2311.0,407,3,741.72,1,3,3,7,Potential,10,New Customers
2312.0,-301,5,1301.72,5,5,4,14,VIP Champions,18,VIP Champions
2313.0,37,1,1129.05,5,1,4,10,Loyal,14,Regular Customers
2315.0,65,2,229.17000000000002,4,2,1,7,Potential,8,New Customers
2317.0,341,5,2142.56,1,5,5,11,Loyal,16,Loyal Customers
2318.0,28,11,3148.8,5,5,5,15,VIP Champions,20,VIP Champions
2319.0,281,1,201.14,2,1,1,4,At Risk,5,Lost
2323.0,5,1,385.32,5,1,2,8,Potential,10,New Customers
2324.0,166,3,949.1399999999999,3,3,3,9,Potential,12,Regular Customers
2326.0,70,3,951.23,4,3,3,10,Loyal,13,Regular Customers
2327.0,287,4,2282.28,2,4,5,11,Loyal,16,Loyal Customers
2328.0,26,2,420.52,5,2,2,9,Potential,11,Regular Customers
2329.0,1,1,198.29,5,1,1,7,Potential,8,New Customers
2330.0,143,5,1426.6,3,5,5,13,VIP Champions,18,VIP Champions
2331.0,9,6,1215.71,5,5,4,14,VIP Champions,18,VIP Champions
2332.0,63,3,1278.22,4,3,4,11,Loyal,15,Loyal Customers
2333.0,20,2,1732.25,5,2,5,12,Loyal,17,Loyal Customers
2334.0,7,1,318.5,5,1,1,7,Potential,8,New Customers
2335.0,82,5,1602.8700000000001,4,5,5,14,VIP Champions,19,VIP Champions
2336.0,109,2,861.12,4,2,3,9,Potential,12,Regular Customers
2337.0,141,5,1569.08,3,5,5,13,VIP Champions,18,VIP Champions
2338.0,480,2,368.82,1,2,2,5,At Risk,7,At Risk
2339.0,512,2,661.17,1,2,3,6,At Risk,9,At Risk
2341.0,153,1,94.76,3,1,1,5,At Risk,6,At Risk
2342.0,250,3,880.46,2,3,3,8,Potential,11,New Customers
2343.0,67,7,3118.4500000000003,4,5,5,14,VIP Champions,19,VIP Champions
2344.0,564,3,620.4300000000001,1,3,2,6,At Risk,8,At Risk
2346.0,115,4,754.0,4,4,3,11,Loyal,14,Loyal Customers
2347.0,114,4,610.02,4,4,2,10,Loyal,12,Regular Customers
2348.0,9,3,1432.38,5,3,5,13,VIP Champions,18,VIP Champions
2349.0,10,5,1932.51,5,5,5,15,VIP Champions,20,VIP Champions
2350.0,172,3,532.15,3,3,2,8,Potential,10,New Customers
2351.0,3,4,1632.3,5,4,5,14,VIP Champions,19,VIP Champions
2353.0,248,4,697.72,2,4,3,9,Potential,12,Regular Customers
2354.0,93,1,328.86,4,1,1,6,At Risk,7,At Risk
2355.0,265,4,1556.09,2,4,5,11,Loyal,16,Loyal Customers
2356.0,333,2,1273.31,1,2,4,7,Potential,11,New Customers
2357.0,338,2,330.24,1,2,1,4,At Risk,5,Lost
2358.0,144,1,154.71,3,1,1,5,At Risk,6,At Risk
2359.0,228,3,776.53,2,3,3,8,Potential,11,New Customers
2360.0,221,3,720.85,2,3,3,8,Potential,11,New Customers
2362.0,198,2,478.46999999999997,3,2,2,7,Potential,9,New Customers
2363.0,43,5,1857.31,5,5,5,15,VIP Champions,20,VIP Champions
2365.0,135,3,733.0899999999999,3,3,3,9,Potential,12,Regular Customers
2366.0,19,4,422.29999999999995,5,4,2,11,Loyal,13,Loyal Customers
2367.0,548,1,520.86,1,1,2,4,At Risk,6,Lost
2368.0,213,3,1070.57,2,3,4,9,Potential,13,Regular Customers
2369.0,147,3,756.3,3,3,3,9,Potential,12,Regular Customers
2370.0,313,3,742.4100000000001,2,3,3,8,Potential,11,New Customers
2371.0,29,4,1542.46,5,4,5,14,VIP Champions,19,VIP Champions
2372.0,766,1,421.52,1,1,2,4,At Risk,6,Lost
2373.0,211,4,904.22,2,4,3,9,Potential,12,Regular Customers
2374.0,24,2,249.3,5,2,1,8,Potential,9,New Customers
2375.0,191,3,883.77,3,3,3,9,Potential,12,Regular Customers
2377.0,558,3,568.51,1,3,2,6,At Risk,8,At Risk
2378.0,24,2,397.3,5,2,2,9,Potential,11,Regular Customers
2379.0,240,3,1171.6399999999999,2,3,4,9,Potential,13,Regular Customers
2380.0,90,6,1516.83,4,5,5,14,VIP Champions,19,VIP Champions
2381.0,230,3,1391.22,2,3,4,9,Potential,13,Regular Customers
2382.0,75,3,740.83,4,3,3,10,Loyal,13,Regular Customers
2383.0,3,1,310.9,5,1,1,7,Potential,8,New Customers
2386.0,320,3,515.5899999999999,2,3,2,7,Potential,9,New Customers
2387.0,74,3,1422.89,4,3,4,11,Loyal,15,Loyal Customers
2388.0,223,2,1098.67,2,2,4,8,Potential,12,New Customers
2389.0,130,2,361.25,3,2,2,7,Potential,9,New Customers
2390.0,93,5,1336.33,4,5,4,13,VIP Champions,17,VIP Champions
2392.0,368,2,475.53999999999996,1,2,2,5,At Risk,7,At Risk
2393.0,182,1,437.68,3,1,2,6,At Risk,8,At Risk
2394.0,8,4,1319.6699999999998,5,4,4,13,VIP Champions,17,VIP Champions
2395.0,661,1,72.6,1,1,1,3,Lost,4,Lost
2396.0,23,6,1899.01,5,5,5,15,VIP Champions,20,VIP Champions
2397.0,231,4,2847.6800000000003,2,4,5,11,Loyal,16,Loyal Customers
2398.0,172,1,459.76,3,1,2,6,At Risk,8,At Risk
2399.0,347,1,209.05,1,1,1,3,Lost,4,Lost
2400.0,-377,3,1333.62,5,3,4,12,Loyal,16,Loyal Customers
2401.0,66,2,731.37,4,2,3,9,Potential,12,Regular Customers
2402.0,343,3,1121.33,1,3,4,8,Potential,12,New Customers
2403.0,82,3,1021.44,4,3,4,11,Loyal,15,Loyal Customers
2404.0,59,4,912.02,5,4,3,12,Loyal,15,Loyal Customers
2405.0,532,3,408.0,1,3,2,6,At Risk,8,At Risk
2406.0,126,1,482.26,3,1,2,6,At Risk,8,At Risk
2407.0,-313,4,1279.5900000000001,5,4,4,13,VIP Champions,17,VIP Champions
2409.0,55,4,810.53,5,4,3,12,Loyal,15,Loyal Customers
2410.0,14,3,374.72,5,3,2,10,Loyal,12,Regular Customers
2411.0,91,1,221.19,4,1,1,6,At Risk,7,At Risk
2412.0,241,1,50.85,2,1,1,4,At Risk,5,Lost
2413.0,126,3,338.6,3,3,1,7,Potential,8,New Customers
2414.0,23,2,405.96,5,2,2,9,Potential,11,Regular Customers
2415.0,11,1,251.96,5,1,1,7,Potential,8,New Customers
2416.0,368,3,407.07,1,3,2,6,At Risk,8,At Risk
2417.0,158,3,626.9399999999999,3,3,2,8,Potential,10,New Customers
2418.0,217,3,795.5400000000001,2,3,3,8,Potential,11,New Customers
2419.0,366,2,177.6,1,2,1,4,At Risk,5,Lost
2420.0,143,4,1671.24,3,4,5,12,Loyal,17,Loyal Customers
2422.0,297,5,759.27,2,5,3,10,Loyal,13,Regular Customers
2423.0,208,7,1475.29,2,5,5,12,Loyal,17,Loyal Customers
2424.0,151,3,900.62,3,3,3,9,Potential,12,Regular Customers
2425.0,160,4,1834.12,3,4,5,12,Loyal,17,Loyal Customers
2427.0,296,3,940.88,2,3,3,8,Potential,11,New Customers
2428.0,84,1,405.14,4,1,2,7,Potential,9,New Customers
2429.0,101,4,850.8299999999999,4,4,3,11,Loyal,14,Loyal Customers
2430.0,190,2,590.73,3,2,2,7,Potential,9,New Customers
2431.0,199,3,845.0799999999999,3,3,3,9,Potential,12,Regular Customers
2432.0,35,3,797.23,5,3,3,11,Loyal,14,Loyal Customers
2433.0,339,2,261.84000000000003,1,2,1,4,At Risk,5,Lost
2434.0,20,4,849.14,5,4,3,12,Loyal,15,Loyal Customers
2435.0,76,5,755.3499999999999,4,5,3,12,Loyal,15,Loyal Customers
2436.0,193,3,1025.57,3,3,4,10,Loyal,14,Regular Customers
2439.0,6,4,540.62,5,4,2,11,Loyal,13,Loyal Customers
2440.0,483,3,645.47,1,3,3,7,Potential,10,New Customers
2441.0,339,3,1634.1200000000001,1,3,5,9,Potential,14,Regular Customers
2442.0,41,2,1423.93,5,2,4,11,Loyal,15,Loyal Customers
2443.0,131,3,1437.3000000000002,3,3,5,11,Loyal,16,Loyal Customers
2445.0,87,1,307.27,4,1,1,6,At Risk,7,At Risk
2446.0,585,1,54.95,1,1,1,3,Lost,4,Lost
2448.0,552,1,542.7,1,1,2,4,At Risk,6,Lost
2449.0,355,2,725.58,1,2,3,6,At Risk,9,At Risk
2450.0,173,2,1057.95,3,2,4,9,Potential,13,Regular Customers
2451.0,14,2,1317.1799999999998,5,2,4,11,Loyal,15,Loyal Customers
2454.0,243,2,385.65,2,2,2,6,At Risk,8,At Risk
2456.0,49,5,2096.27,5,5,5,15,VIP Champions,20,VIP Champions
2457.0,239,6,1147.49,2,5,4,11,Loyal,15,Loyal Customers
2458.0,167,3,464.15999999999997,3,3,2,8,Potential,10,New Customers
2459.0,55,1,53.24,5,1,1,7,Potential,8,New Customers
2460.0,61,3,530.46,4,3,2,9,Potential,11,Regular Customers
2461.0,311,3,1217.47,2,3,4,9,Potential,13,Regular Customers
