inventory_id,product_id,location,quantity_available,reorder_point,last_updated
495,1124,pärnu,102,22,2024-05-27
496,1124,ladu,86,14,2025-01-22
497,1125,tallinn,70,17,2025-02-04
498,1125,tartu,35,44,2025-02-20
499,1125,pärnu,68,50,2025-02-05
500,1125,ladu,247,28,2025-01-02
501,1126,tallinn,95,28,2025-02-10
502,1126,tartu,109,27,2025-01-21
503,1126,pärnu,26,13,2025-02-23
504,1126,ladu,199,20,2025-02-26
505,1127,tallinn,13,19,2025-01-09
506,1127,tartu,24,26,2025-01-09
507,1127,pärnu,0,13,2025-02-15
508,1127,ladu,29,13,2025-01-30
509,1128,tallinn,23,48,2025-01-08
510,1128,tartu,115,41,2025-01-25
511,1128,pärnu,27,47,2025-02-20
512,1128,ladu,278,14,2025-01-23
513,1129,tallinn,120,47,2025-02-12
514,1129,tartu,67,44,2025-02-01
515,1129,pärnu,136,16,2025-01-04
516,1129,ladu,127,12,2025-01-07
517,1130,tallinn,137,26,2025-01-27
518,1130,tartu,81,48,2025-01-22
519,1130,pärnu,104,30,2025-01-28
520,1130,ladu,364,15,2024-06-27
521,1131,tallinn,145,13,2025-01-18
522,1131,tartu,95,40,2025-01-21
523,1131,pärnu,129,18,2025-01-07
524,1131,ladu,121,47,2024-08-09
525,1132,tallinn,133,17,2025-02-12
526,1132,tartu,88,24,2025-01-17
527,1132,pärnu,79,15,2025-02-10
528,1132,ladu,3765,23,2025-01-11
529,1133,tallinn,40,35,2025-01-17
530,1133,tartu,65,23,2025-01-22
531,1133,pärnu,7872,34,2025-01-25
532,1133,ladu,333,20,2025-02-25
533,1134,tallinn,117,44,2024-11-03
534,1134,tartu,47,33,2024-07-22
535,1134,pärnu,11,49,2025-02-18
536,1134,ladu,114,48,2025-01-02
537,1135,tallinn,25,12,2025-01-14
538,1135,tartu,133,24,2025-01-04
539,1135,pärnu,66,19,2024-04-17
540,1135,ladu,263,31,2025-01-11
541,1136,tallinn,132,18,2025-01-31
542,1136,tartu,75,22,2024-06-29
543,1136,pärnu,86,24,2025-02-02
544,1136,ladu,493,33,2025-02-10
545,1137,tallinn,18,26,2025-01-12
546,1137,tartu,104,26,2025-02-17
547,1137,pärnu,65,10,2025-01-28
548,1137,ladu,121,11,2025-01-14
549,1138,tallinn,134,13,2025-02-27
550,1138,tartu,98,50,2025-02-01
551,1138,pärnu,28,47,2025-01-13
552,1138,ladu,477,25,2024-08-13
553,1139,tallinn,18,10,2025-02-15
554,1139,tartu,70,46,2025-02-01
555,1139,pärnu,23,42,2025-01-07
556,1139,ladu,865,45,2025-02-02
557,1140,tallinn,1,30,2025-01-21
558,1140,tartu,35,37,2025-02-28
559,1140,pärnu,114,45,2025-02-17
560,1140,ladu,118,50,2024-07-04
561,1141,tallinn,90,31,2025-02-14
562,1141,tartu,74,31,2024-08-16
563,1141,pärnu,142,12,2025-01-22
564,1141,ladu,31,10,2024-07-26
565,1142,tallinn,78,12,2025-02-03
566,1142,tartu,102,46,2025-02-04
567,1142,pärnu,56,40,2025-02-28
568,1142,ladu,199,37,2025-02-10
569,1143,tallinn,80,49,2025-01-01
570,1143,tartu,139,17,2025-01-07
571,1143,pärnu,11,22,2024-07-07
572,1143,ladu,137,16,2025-01-26
573,1144,tallinn,82,21,2025-02-17
574,1144,tartu,71,18,2025-02-02
575,1144,pärnu,14,50,2025-02-16
576,1144,ladu,39,35,2025-02-15
577,1145,tallinn,96,15,2025-01-17
578,1145,tartu,108,25,2025-01-01
579,1145,pärnu,15,27,2025-01-01
580,1145,ladu,3,35,2025-01-15
581,1146,tallinn,20,19,2024-03-16
582,1146,tartu,67,38,2024-03-23
583,1146,pärnu,89,39,2025-02-04
584,1146,ladu,86,35,2024-07-02
585,1147,tallinn,106,42,2025-01-12
586,1147,tartu,131,16,2025-02-19
587,1147,pärnu,47,36,2025-02-02
588,1147,ladu,416,39,2024-10-12
589,1148,tallinn,46,38,2025-01-20
590,1148,tartu,119,13,2025-01-15
591,1148,pärnu,87,26,2025-02-02
592,1148,ladu,200,29,2025-01-15
593,1149,tallinn,93,32,2025-01-26
594,1149,tartu,6,33,2025-02-28
595,1149,pärnu,65,28,2025-01-23
596,1149,ladu,183,14,2025-01-06
597,1150,tallinn,76,36,2025-01-15
598,1150,tartu,114,32,2025-01-15
599,1150,pärnu,94,12,2025-02-14
600,1150,ladu,148,23,2025-01-17
601,1151,tallinn,63,29,2024-10-03
602,1151,tartu,144,21,2025-01-03
603,1151,pärnu,25,21,2025-01-11
604,1151,ladu,83,30,2025-01-18
605,1152,tallinn,148,26,2025-02-15
606,1152,tartu,92,23,2025-01-23
607,1152,pärnu,56,10,2024-06-11
608,1152,ladu,436,28,2025-01-01
609,1153,tallinn,97,36,2025-02-28
610,1153,tartu,96,10,2025-01-02
611,1153,pärnu,18,49,2025-02-01
612,1153,ladu,62,42,2025-01-09
613,1154,tallinn,132,14,2025-02-04
614,1154,tartu,40,29,2025-01-06
615,1154,pärnu,84,29,2025-01-23
616,1154,ladu,361,50,2025-02-06
617,1155,tallinn,69,48,2025-01-08
618,1155,tartu,145,44,2025-02-28
619,1155,pärnu,100,21,2025-02-17
620,1155,ladu,454,27,2025-02-05
621,1156,tallinn,65,35,2025-02-19
622,1156,tartu,87,48,2025-02-17
623,1156,pärnu,100,21,2025-01-21
624,1156,ladu,139,29,2024-07-03
625,1157,tallinn,6,29,2025-01-30
626,1157,tartu,128,33,2025-01-20
627,1157,pärnu,40,33,2024-06-21
628,1157,ladu,436,34,2025-01-03
629,1158,tallinn,115,30,2024-06-20
630,1158,tartu,118,30,2025-01-04
631,1158,pärnu,67,14,2025-01-15
632,1158,ladu,1945,46,2025-01-03
633,1159,tallinn,21,44,2025-01-17
634,1159,tartu,14,33,2025-01-09
635,1159,pärnu,74,15,2025-01-05
636,1159,ladu,83,10,2025-01-02
637,1160,tallinn,114,43,2025-01-31
638,1160,tartu,118,15,2025-01-08
639,1160,pärnu,76,45,2025-01-06
640,1160,ladu,122,40,2025-02-13
641,1161,tallinn,122,12,2025-02-23
642,1161,tartu,69,26,2025-01-22
643,1161,pärnu,111,44,2025-02-21
644,1161,ladu,70,26,2025-01-03
645,1162,tallinn,112,33,2024-04-25
646,1162,tartu,49,10,2025-01-31
647,1162,pärnu,112,50,2025-01-04
648,1162,ladu,166,28,2025-02-05
649,1163,tallinn,140,40,2025-02-16
650,1163,tartu,9,50,2025-02-15
651,1163,pärnu,36,40,2024-08-22
652,1163,ladu,455,43,2025-02-17
653,1164,tallinn,128,28,2024-04-27
654,1164,tartu,133,41,2025-01-30
655,1164,pärnu,55,18,2024-05-17
656,1164,ladu,124,31,2025-01-31
657,1165,tallinn,90,20,2025-02-12
658,1165,tartu,69,20,2025-01-15
659,1165,pärnu,35,44,2025-01-17
660,1165,ladu,108,24,2024-05-21
661,1166,tallinn,47,24,2025-01-14
662,1166,tartu,44,45,2025-02-05
663,1166,pärnu,126,19,2025-02-05
664,1166,ladu,111,27,2025-01-01
665,1167,tallinn,20,15,2025-01-11
666,1167,tartu,56,36,2025-01-16
667,1167,pärnu,148,49,2025-02-15
668,1167,ladu,133,44,2025-02-18
669,1168,tallinn,61,44,2025-02-04
670,1168,tartu,63,44,2025-02-01
671,1168,pärnu,14,43,2025-01-07
672,1168,ladu,8968,17,2025-02-13
673,1169,tallinn,78,13,2024-10-20
674,1169,tartu,67,15,2025-02-13
675,1169,pärnu,127,40,2025-01-18
676,1169,ladu,102,20,2024-10-03
677,1170,tallinn,73,23,2025-02-28
678,1170,tartu,10,41,2025-01-16
